49.3887,  -89.1851
35.0841,  -85.7501
37.7346,  -80.8886
35.2711,  -89.6998
43.9789,  -90.1649
35.6590,  -88.2379
31.2176,  -97.4946
25.6777,  -98.7535
42.9814,  -81.1103
45.4266,  -81.8705
42.2973,  -88.6567
26.7069,  -102.3838
30.0971,  -107.5603
35.8041,  -95.0779
39.6663,  -94.7527
35.2206,  -106.7020
35.5161,  -97.9224
33.0773,  -101.1456
32.9454,  -104.6312
31.2883,  -84.9245
29.0596,  -99.9538
42.5846,  -88.5856
34.4357,  -98.4045
34.5903,  -79.4420
40.3882,  -99.4083
43.4023,  -93.5152
47.8431,  -93.5476
39.2229,  -106.7919
43.7649,  -102.3107
47.3114,  -105.9686
30.7209,  -99.4914
39.6778,  -84.7173
27.7074,  -103.7872
37.3052,  -90.3819
39.3805,  -111.1299
33.9627,  -79.5332
41.5656,  -110.6897
35.9929,  -89.3557
39.2563,  -110.6290
40.1220,  -100.0316
45.7397,  -101.2758
34.4947,  -77.4532
32.2540,  -100.2720
35.4474,  -102.8267
40.5913,  -104.8984
44.5305,  -108.1016
37.7942,  -93.1972
35.4762,  -101.6349
29.0262,  -104.5739
45.2735,  -83.4257
38.9135,  -99.7344
32.0637,  -92.8069
46.9278,  -84.5933
47.7044,  -89.5697
36.0097,  -97.0880
42.3760,  -84.5989
26.5799,  -105.6370
41.1688,  -98.4537
33.5528,  -96.0727
27.4490,  -102.7641
37.9637,  -92.5071
47.0551,  -93.3018
30.8351,  -83.6914
47.0799,  -102.4006
38.5027,  -89.2698
35.9861,  -95.7226
25.9196,  -99.9721
39.8376,  -90.6505
35.8428,  -102.3745
27.4847,  -102.0089
30.9556,  -86.5994
37.5140,  -81.2035
39.0399,  -98.9553
37.9948,  -80.1566
41.2334,  -109.7753
26.3822,  -97.5405
32.5685,  -80.0984
42.2023,  -91.4615
41.0989,  -101.6714
49.3953,  -89.6625
36.3136,  -103.6734
37.5051,  -102.3559
38.5281,  -103.2071
38.6296,  -81.4452
24.6507,  -103.2852
34.9939,  -110.3516
38.7841,  -108.6279
36.5244,  -101.8598
38.7327,  -108.7413
39.9398,  -95.3271
30.1246,  -93.2431
30.2977,  -86.2066
29.6306,  -81.7447
40.5127,  -92.5047
38.2762,  -78.9398
32.3651,  -87.5953
28.0580,  -104.8937
30.4745,  -86.1190
33.4129,  -95.3736
38.0566,  -103.4437
33.0986,  -88.7374
44.1574,  -78.9451
40.2536,  -102.9927
44.0175,  -86.2569
24.4101,  -98.5204
36.7733,  -93.1483
42.0724,  -89.1239
25.6405,  -97.9897
38.7879,  -96.0807
46.2995,  -81.9423
34.2271,  -108.2871
48.0547,  -83.5969
36.3494,  -79.8908
35.1341,  -97.6351
43.3144,  -93.7786
40.7107,  -105.6834
32.1993,  -103.9587
40.1323,  -101.2986
33.8643,  -106.6804
37.3979,  -107.4542
41.7633,  -109.9952
41.2072,  -96.8226
36.1470,  -93.2260
45.6563,  -93.6769
39.1667,  -92.8566
37.1170,  -111.6631
27.3027,  -101.7415
43.2047,  -108.9020
39.5894,  -105.9682
36.8642,  -80.3677
42.6282,  -97.9974
39.4871,  -111.2440
26.9876,  -98.7177
28.7338,  -99.2346
32.8962,  -103.6855
36.9728,  -77.2943
31.3071,  -92.7143
37.1072,  -89.6011
31.5305,  -81.9636
38.0376,  -81.3658
40.6257,  -88.6796
42.6673,  -77.1787
42.8359,  -78.2324
38.6016,  -89.5665
44.8127,  -109.0580
41.1360,  -108.9299
35.0162,  -103.8270
48.5615,  -92.3206
37.3813,  -86.4076
33.9922,  -99.2054
36.8124,  -88.0704
28.2981,  -98.8692
37.9137,  -81.5194
34.5622,  -83.7154
28.8033,  -82.4738
35.2651,  -102.1041
31.5542,  -107.5606
42.8471,  -80.1517
30.0038,  -89.8265
49.3372,  -93.1999
34.0098,  -84.9004
31.7333,  -103.9604
32.1644,  -82.6903
36.4547,  -104.0650
36.6151,  -93.4287
46.5094,  -84.3227
40.1221,  -82.3231
42.9857,  -110.2424
40.6413,  -87.0505
30.0634,  -84.4993
26.2168,  -97.7171
39.0873,  -103.6541
42.6522,  -93.0832
37.2857,  -105.4083
44.3885,  -105.1112
31.6003,  -91.2902
35.3729,  -83.4857
28.6374,  -98.0270
32.7826,  -100.8554
37.5161,  -108.5967
32.4196,  -109.4941
43.1616,  -107.6098
32.2082,  -107.2158
38.2294,  -84.0348
47.1584,  -97.4027
30.5076,  -92.6752
38.1071,  -99.9654
40.7673,  -87.7852
43.6720,  -106.0856
25.8112,  -104.3028
31.7913,  -91.0030
34.7506,  -99.3622
45.6049,  -80.1555
43.1621,  -87.4173
33.5105,  -95.8595
38.4493,  -84.1323
45.1878,  -103.1499
35.1296,  -110.7217
29.2909,  -100.5982
28.0450,  -98.9068
43.8241,  -96.3721
43.0999,  -93.3096
41.9768,  -94.2362
33.8624,  -106.3638
43.8918,  -94.9019
50.3915,  -89.1326
45.4770,  -80.3540
31.1324,  -84.1002
36.1671,  -80.8352
39.7174,  -104.9928
40.9622,  -80.1166
32.3969,  -99.0346
28.4922,  -97.3999
30.2531,  -94.6859
35.6425,  -81.1029
32.7940,  -87.9663
48.8910,  -100.0082
38.5698,  -111.9574
37.4869,  -107.2216
44.7334,  -79.5022
44.6927,  -88.9522
34.4499,  -95.1903
41.4431,  -104.5996
33.5392,  -101.5291
34.8518,  -91.8381
38.2667,  -107.6554
39.7915,  -98.7761
42.8790,  -104.1487
36.8590,  -99.1709
31.8009,  -105.6472
36.3202,  -110.6055
45.9828,  -91.7583
26.8632,  -102.1040
38.8668,  -106.0555
42.4672,  -110.3149
37.4601,  -88.1596
41.3347,  -97.8780
32.5998,  -93.7738
36.2998,  -91.6802
41.3211,  -107.7541
38.1756,  -76.2364
31.2617,  -93.6892
33.0508,  -101.2958
32.6703,  -89.7782
41.0518,  -105.8888
48.2877,  -91.6658
41.1551,  -90.3226
49.4904,  -96.0145
35.9558,  -85.4467
37.1913,  -111.7827
47.3360,  -93.7024
31.2939,  -108.8275
40.3392,  -96.7783
33.8734,  -108.1479
38.8158,  -103.6017
36.3195,  -81.8424
47.2730,  -92.7043
33.7480,  -96.2741
45.5402,  -82.6912
44.9526,  -79.2272
35.5963,  -83.4852
33.4429,  -98.2110
37.4745,  -95.8558
39.3703,  -86.3209
32.8236,  -89.0972
38.0802,  -90.5984
36.9898,  -88.1417
44.6453,  -90.6238
35.8248,  -103.9635
45.3717,  -91.0119
30.2629,  -101.4938
38.2453,  -104.1929
28.6837,  -107.3673
40.6223,  -96.0784
44.4329,  -104.0660
38.9165,  -101.2223
30.3207,  -109.5971
45.3419,  -97.3620
37.2500,  -100.8129
39.1242,  -94.8464
31.1156,  -106.5888
31.1923,  -107.2683
32.9371,  -106.4877
36.3059,  -105.4613
41.4900,  -108.3642
33.4817,  -97.3059
39.0768,  -97.3157
48.7916,  -92.2246
45.0169,  -78.6309
38.3128,  -86.1499
27.6730,  -98.9393
43.1218,  -92.5636
34.1580,  -79.4529
44.7391,  -88.6568
36.9143,  -103.8116
43.4150,  -106.7728
38.5824,  -86.9422
38.1792,  -79.9314
28.9330,  -102.9481
41.2232,  -82.2835
43.3829,  -110.0782
38.5379,  -102.4889
39.7711,  -80.2719
33.6016,  -92.8990
32.1180,  -108.4005
36.1205,  -96.9324
29.8754,  -92.9393
38.5134,  -105.0979
36.0289,  -107.9355
46.2892,  -85.9744
26.7269,  -100.6762
36.4874,  -99.5898
41.2034,  -110.7701
34.5284,  -100.0285
42.1866,  -107.4420
31.9170,  -81.8043
35.7855,  -87.7718
41.4365,  -107.4735
32.5820,  -92.7822
36.5853,  -90.4824
46.1760,  -90.8481
40.9546,  -89.7330
35.5865,  -102.9265
41.2916,  -91.3437
41.0368,  -78.7406
30.2923,  -100.3762
44.6900,  -82.4246
34.2090,  -79.6548
34.5243,  -95.5811
36.5134,  -88.6077
29.4589,  -97.3497
